manhole_id,upstream_pipe_count,upstream_pipe_total_length,upstream_pipe_weighted_avg_diameter,upstream_pipe_weighted_avg_gradient,upstream_storm_impervious_area,upstream_sanitary_population
MH404143,0,0.0,0.0,0.0,1.9115910428265872,0.0
MH404625,0,0.0,0.0,0.0,0.4586019350565146,43.599999999999994
MH404628,9,800.3350948997338,229.98613544383878,0.01876339060438346,2.0075149725011707,24.400000000000002
MH404631,12,1017.9302474761512,226.76347697865992,0.018484567136748585,4.076916609697216,124.30000000000003
MH408352,1,132.41553483227455,200.0,0.008005103036759711,1.9115910428265872,0.0
MH409049,4,217.93457113489237,221.5370181830101,0.018078820535367482,1.7160576399619571,188.60000000000014
MH410865,1,51.81692775460338,200.0,0.03280781153315243,0.8932543523609984,122.0
MH410868,1,66.44344786369756,200.0,0.02513415624405658,0.758049068564325,94.5
MH416611,0,0.0,0.0,0.0,0.0,30.2
MH416612,0,0.0,0.0,0.0,0.40774261285279423,0.0
MH417675,0,0.0,0.0,0.0,0.8436786496222941,87.00000000000001
MH422045,1,96.32270668982633,200.0,0.010070315020564626,0.5739566272874262,53.19999999999999
MH422046,3,156.35910064420537,200.0,0.03018692215901359,1.3638496597207914,100.79999999999998
MH422137,0,0.0,0.0,0.0,0.6717602348244454,61.79999999999999
MH423067,1,77.42066678225305,200.0,0.01007482927257349,1.0114891287502636,128.99999999999997
MH423969,0,0.0,0.0,0.0,0.8422962597879551,19.4
MHJ1_L,2,209.70323985695606,200.0,0.011687945315827657,1.9115910428265872,0.0
MHJ2_L,1,40.232298493356986,150.0,0.01516194756063267,0.10062676048489519,0.0
MHJ20_L,0,0.0,0.0,0.0,0.1800924220795574,0.0
MHJ21_L,0,0.0,0.0,0.0,0.14393949399035208,0.0
MHJ24_L,0,0.0,0.0,0.0,0.0,0.0
MHJ3_L,0,0.0,0.0,0.0,0.10062676048489519,0.0
MHJ32_L,0,0.0,0.0,0.0,0.0,2.8
MH492375,0,0.0,0.0,0.0,0.0,0.0
MH499971,14,1177.2048732715546,258.30493855029744,0.017529658998650582,4.997895572432711,213.20000000000013
MH396959,0,0.0,0.0,0.0,0.1951228993007393,8.2
MH396964,0,0.0,0.0,0.0,0.0,27.200000000000003
MH398541,186,11876.553327366788,343.17453940973314,0.02209218388262595,46.00894502671702,6397.31999999998
MH398551,0,0.0,0.0,0.0,0.40565848570141494,50.399999999999984
MH398555,0,0.0,0.0,0.0,0.31504395415940073,77.2
MH398556,4,176.00092931357028,185.7235079786038,0.02460214282326599,1.7738643948308137,300.6
MH398557,1,64.77273028884791,200.0,0.020224560461758835,0.7868881142618624,96.29999999999998
MH398559,5,258.8660097387677,206.29892723189826,0.022135003377934278,1.9996843512242835,344.4000000000001
MH413993,0,0.0,0.0,0.0,0.24535060367344813,0.9
MH418975,187,12046.01990319247,353.1183458682377,0.021837005260989664,46.00894502671702,6397.31999999998
MHJ4_L,1,38.98363554050279,150.0,0.025908307062604056,0.3233610387655914,152.9
MHJ5_L,0,0.0,0.0,0.0,0.3233610387655914,152.9
MH411652,3,323.75,218.2254826254826,0.016432432432432413,1.539645874166936,193.12000000000015
MH1401601,4,484.61967545999994,245.37056306087769,0.013825274414705435,1.539645874166936,260.6200000000003
MH483854,0,0.0,0.0,0.0,0.0,0.0
